Topics,Coherence
1,0.39199762344876143
3,0.47199158277615777
5,0.48668695106574367
7,0.5083285944109458
9,0.4684339418113631
11,0.48321732746619134
13,0.4662238460454443
15,0.4825994891031103
17,0.4795853847586694
19,0.44959363362208443
21,0.43600325986930194
23,0.4395843148979598
25,0.432794111055026
27,0.43814377521388975
29,0.4340683380086865
